case:concept:name,StartTime,pre_activity,Duration,duration_min,bin,bin_range,0,1
173760,2011-10-01 15:56:34,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.6602943820263969,0.0
173760,2011-10-01 16:01:43,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.6602943820263969,0.0
173760,2011-10-01 16:01:43,o_select,0.0,0.0,0,"[0.0, 1.0)",0.4499211523444261,0.0
173760,2011-10-01 16:01:44,o_create,0.0,0.0,0,"[0.0, 1.0)",0.4499211523444261,0.0
173760,2011-10-01 16:01:44,o_send,0.0,0.0,0,"[0.0, 1.0)",0.4499211523444261,0.0
173760,2011-10-08 12:32:54,w_quote,124.0,3.0,1,"[1, 4055)",0.0,0.5004891277064426
173760,2011-10-10 19:51:46,w_quote,23.0,1.0,1,"[1, 4055)",0.0,0.5004891277064426
173760,2011-10-11 10:58:47,w_quote,172.0,3.0,1,"[1, 4055)",0.0,0.5004891277064426
173760,2011-10-11 11:01:37,o_return,0.0,0.0,0,"[0.0, 1.0)",0.7434266959722122,0.0
173760,2011-10-14 15:17:11,w_validate_request,1440.0,24.0,1,"[1, 4055)",0.0,0.2618783173567091
173760,2011-10-14 15:41:03,a_activate,0.0,0.0,0,"[0.0, 1.0)",0.8930457362827241,0.0
173760,2011-10-14 15:41:03,a_approve,0.0,0.0,0,"[0.0, 1.0)",0.8930457362827241,0.0
173760,2011-10-14 15:41:03,a_register,0.0,0.0,0,"[0.0, 1.0)",0.8930457362827241,0.0
173760,2011-10-14 15:41:03,o_accept,0.0,0.0,0,"[0.0, 1.0)",0.8930457362827241,0.0
173790,2011-10-01 19:14:15,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.6126694599260074,0.0
173790,2011-10-01 19:14:15,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.6126694599260074,0.0
173790,2011-10-01 19:14:57,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.6126694599260074,0.0
173790,2011-10-03 09:20:16,w_complete_request,356.0,6.0,1,"[1, 4055)",0.0,0.14667952205232745
173790,2011-10-03 09:25:01,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.6126694599260074,0.0
173790,2011-10-03 09:26:10,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.6126694599260074,0.0
173790,2011-10-03 09:26:10,o_select,0.0,0.0,0,"[0.0, 1.0)",0.4171448557826336,0.0
173790,2011-10-03 09:26:11,o_create,0.0,0.0,0,"[0.0, 1.0)",0.4171448557826336,0.0
173790,2011-10-03 09:26:11,o_send,0.0,0.0,0,"[0.0, 1.0)",0.4171448557826336,0.0
173790,2011-10-03 09:26:48,w_quote,274.0,5.0,1,"[1, 4055)",0.0,0.46616810391830765
173790,2011-10-03 09:32:10,w_quote,8.0,1.0,1,"[1, 4055)",0.0,0.46616810391830765
173790,2011-10-07 12:36:48,w_quote,20.0,1.0,1,"[1, 4055)",0.0,0.46616810391830765
173790,2011-10-07 12:37:07,o_return,0.0,0.0,0,"[0.0, 1.0)",0.6924462372475172,0.0
173790,2011-10-07 17:31:04,w_validate_request,6.0,1.0,1,"[1, 4055)",0.0,0.4878400424758015
173790,2011-10-10 14:04:54,w_validate_request,1069.0,18.0,1,"[1, 4055)",0.0,0.4878400424758015
173790,2011-10-10 14:22:35,a_activate,0.0,0.0,0,"[0.0, 1.0)",0.8318051572929052,0.0
173790,2011-10-10 14:22:35,a_approve,0.0,0.0,0,"[0.0, 1.0)",0.8318051572929052,0.0
173790,2011-10-10 14:22:35,a_register,0.0,0.0,0,"[0.0, 1.0)",0.8318051572929052,0.0
173790,2011-10-10 14:22:35,o_accept,0.0,0.0,0,"[0.0, 1.0)",0.8318051572929052,0.0
173793,2011-10-01 19:32:46,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.5007015206789879,0.0
173793,2011-10-01 19:32:46,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.5007015206789879,0.0
173793,2011-10-01 19:33:28,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.5007015206789879,0.0
173793,2011-10-03 09:27:44,w_complete_request,128.0,3.0,1,"[1, 4055)",0.0,0.24793425892526047
173793,2011-10-03 14:37:27,w_complete_request,955.0,16.0,1,"[1, 4055)",0.0,0.24793425892526047
173793,2011-10-03 14:50:01,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.5007015206789879,0.0
173793,2011-10-03 14:53:19,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.5007015206789879,0.0
173793,2011-10-03 14:53:19,o_select,0.0,0.0,0,"[0.0, 1.0)",0.3400865799824708,0.0
173793,2011-10-03 14:53:20,o_create,0.0,0.0,0,"[0.0, 1.0)",0.3400865799824708,0.0
173793,2011-10-03 14:53:20,o_send,0.0,0.0,0,"[0.0, 1.0)",0.3400865799824708,0.0
173793,2011-10-03 14:53:52,w_quote,272.0,5.0,1,"[1, 4055)",0.0,0.3854781177319787
173793,2011-10-10 17:41:32,w_quote,396.0,7.0,1,"[1, 4055)",0.0,0.3854781177319787
173793,2011-10-14 10:08:14,w_quote,35.0,1.0,1,"[1, 4055)",0.0,0.3854781177319787
173793,2011-10-14 10:08:48,o_return,0.0,0.0,0,"[0.0, 1.0)",0.5725893082799596,0.0
173793,2011-10-18 09:43:45,w_validate_request,2031.0,34.0,1,"[1, 4055)",0.0,0.6050982244834638
173793,2011-10-18 10:48:23,w_follow,406.0,7.0,1,"[1, 4055)",0.0,0.3475650302971465
173793,2011-10-18 10:59:47,w_validate_request,1112.0,19.0,1,"[1, 4055)",0.0,0.6050982244834638
173793,2011-10-18 11:20:27,w_validate_request,284.0,5.0,1,"[1, 4055)",0.0,0.6050982244834638
173793,2011-10-18 11:25:03,a_activate,0.0,0.0,0,"[0.0, 1.0)",0.6878263091316341,0.0
173793,2011-10-18 11:25:03,a_approve,0.0,0.0,0,"[0.0, 1.0)",0.6878263091316341,0.0
173793,2011-10-18 11:25:03,a_register,0.0,0.0,0,"[0.0, 1.0)",0.6878263091316341,0.0
173793,2011-10-18 11:25:03,o_accept,0.0,0.0,0,"[0.0, 1.0)",0.6878263091316341,0.0
173796,2011-10-01 20:19:11,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.860535810172254,0.0
173796,2011-10-01 20:19:12,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.860535810172254,0.0
173796,2011-10-01 20:19:54,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.860535810172254,0.0
173796,2011-10-03 09:29:59,w_complete_request,139.0,3.0,1,"[1, 4055)",0.0,0.42023049711962207
173796,2011-10-03 11:01:14,w_complete_request,929.0,16.0,1,"[1, 4055)",0.0,0.42023049711962207
173796,2011-10-03 11:07:36,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.860535810172254,0.0
173796,2011-10-03 11:15:53,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.860535810172254,0.0
173796,2011-10-03 11:15:53,o_select,0.0,0.0,0,"[0.0, 1.0)",0.5877307726736909,0.0
173796,2011-10-03 11:16:42,o_create,0.0,0.0,0,"[0.0, 1.0)",0.5877307726736909,0.0
173796,2011-10-03 11:16:42,o_send,0.0,0.0,0,"[0.0, 1.0)",0.5877307726736909,0.0
173796,2011-10-10 17:23:25,w_quote,2.0,1.0,1,"[1, 4055)",0.0,0.42986242193593255
173796,2011-10-10 17:23:40,w_quote,16.0,1.0,1,"[1, 4055)",0.0,0.42986242193593255
173796,2011-10-10 17:23:53,a_cancel,0.0,0.0,0,"[0.0, 1.0)",0.8651477474375466,0.0
173796,2011-10-10 17:23:53,o_cancel,0.0,0.0,0,"[0.0, 1.0)",0.6497407661906295,0.0
173817,2011-10-02 00:57:28,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.6301218416512772,0.0
173817,2011-10-02 00:57:29,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.6301218416512772,0.0
173817,2011-10-02 00:58:15,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.6301218416512772,0.0
173817,2011-10-03 09:38:06,w_complete_request,874.0,15.0,1,"[1, 4055)",0.0,0.15085780606610302
173817,2011-10-03 09:44:01,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.6301218416512772,0.0
173817,2011-10-03 09:52:38,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.6301218416512772,0.0
173817,2011-10-03 09:52:38,o_select,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:52:39,o_create,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:52:39,o_send,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:52:54,w_quote,35.0,1.0,1,"[1, 4055)",0.0,0.47874520813046756
173817,2011-10-03 09:53:26,o_cancel,0.0,0.0,0,"[0.0, 1.0)",0.4824183466885185,0.0
173817,2011-10-03 09:53:26,o_select,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:53:27,o_create,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:53:27,o_send,0.0,0.0,0,"[0.0, 1.0)",0.8863536391853812,0.0
173817,2011-10-03 09:53:41,w_quote,51.0,1.0,1,"[1, 4055)",0.0,0.47874520813046756
173817,2011-10-07 13:23:20,w_quote,14.0,1.0,1,"[1, 4055)",0.0,0.47874520813046756
173817,2011-10-07 13:23:32,o_return,0.0,0.0,0,"[0.0, 1.0)",0.7111282715050695,0.0
173817,2011-10-11 09:00:57,w_validate_request,891.0,15.0,1,"[1, 4055)",0.0,0.2505009252095696
173817,2011-10-11 09:15:45,a_decline,0.0,0.0,0,"[0.0, 1.0)",0.6585445389718382,0.0
173817,2011-10-11 09:15:45,o_decline,0.0,0.0,0,"[0.0, 1.0)",0.6585445389718382,0.0
173823,2011-10-02 09:23:29,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.7401913870006648,0.0
173823,2011-10-02 09:23:30,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.7401913870006648,0.0
173823,2011-10-02 09:24:07,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.7401913870006648,0.0
173823,2011-10-03 09:43:16,w_complete_request,858.0,15.0,1,"[1, 4055)",0.0,0.17720961460298518
173823,2011-10-03 09:52:09,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.7401913870006648,0.0
173823,2011-10-03 09:57:31,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.7401913870006648,0.0
173823,2011-10-03 09:57:31,o_select,0.0,0.0,0,"[0.0, 1.0)",0.5049076555016501,0.0
173823,2011-10-03 09:57:33,o_create,0.0,0.0,0,"[0.0, 1.0)",0.5049076555016501,0.0
173823,2011-10-03 09:57:33,o_send,0.0,0.0,0,"[0.0, 1.0)",0.5049076555016501,0.0
173823,2011-10-03 09:57:54,w_quote,380.0,7.0,1,"[1, 4055)",0.0,0.3720447412163704
173823,2011-10-10 14:00:25,w_quote,81.0,2.0,1,"[1, 4055)",0.0,0.3720447412163704
173823,2011-10-10 14:01:44,o_return,0.0,0.0,0,"[0.0, 1.0)",0.8289530503404456,0.0
173823,2011-10-12 08:58:11,w_validate_request,9.0,1.0,1,"[1, 4055)",0.0,0.5840113925609727
173823,2011-10-13 09:08:16,w_validate_request,1688.0,29.0,1,"[1, 4055)",0.0,0.5840113925609727
173823,2011-10-13 09:36:21,a_decline,0.0,0.0,0,"[0.0, 1.0)",0.7676568718191595,0.0
173823,2011-10-13 09:36:21,o_decline,0.0,0.0,0,"[0.0, 1.0)",0.7676568718191595,0.0
173835,2011-10-02 10:20:29,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.5257335563309032,0.0
173835,2011-10-02 10:20:30,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.5257335563309032,0.0
173835,2011-10-02 10:21:19,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.5257335563309032,0.0
173835,2011-10-03 09:54:47,w_complete_request,146.0,3.0,1,"[1, 4055)",0.0,0.3939740988348455
173835,2011-10-03 10:10:32,w_complete_request,6.0,1.0,1,"[1, 4055)",0.0,0.3939740988348455
173835,2011-10-03 10:22:16,w_complete_request,825.0,14.0,1,"[1, 4055)",0.0,0.3939740988348455
173835,2011-10-03 10:29:10,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.5257335563309032,0.0
173835,2011-10-03 10:35:59,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.5257335563309032,0.0
173835,2011-10-03 10:35:59,o_select,0.0,0.0,0,"[0.0, 1.0)",0.3573140606352073,0.0
173835,2011-10-03 10:36:00,o_create,0.0,0.0,0,"[0.0, 1.0)",0.3573140606352073,0.0
173835,2011-10-03 10:36:00,o_send,0.0,0.0,0,"[0.0, 1.0)",0.3573140606352073,0.0
173835,2011-10-03 10:36:47,w_quote,14.0,1.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-03 10:54:49,w_quote,43.0,1.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-10 16:37:23,w_quote,227.0,4.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-18 10:21:06,w_quote,6.0,1.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-18 12:53:24,w_quote,2656.0,45.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-18 14:11:04,w_quote,102.0,2.0,1,"[1, 4055)",0.0,0.8070350384597448
173835,2011-10-18 14:12:43,a_cancel,0.0,0.0,0,"[0.0, 1.0)",0.5414170596584377,0.0
173835,2011-10-18 14:12:43,o_cancel,0.0,0.0,0,"[0.0, 1.0)",0.4066134786954935,0.0
173844,2011-10-02 11:03:26,a_submit,0.0,0.0,0,"[0.0, 1.0)",0.6605860534043011,0.0
173844,2011-10-02 11:03:26,a_submit_partial,0.0,0.0,0,"[0.0, 1.0)",0.6605860534043011,0.0
173844,2011-10-02 11:04:15,a_accept_pre,0.0,0.0,0,"[0.0, 1.0)",0.6605860534043011,0.0
173844,2011-10-03 10:09:35,w_complete_request,102.0,2.0,1,"[1, 4055)",0.0,0.49082942350213543
173844,2011-10-03 13:07:28,w_complete_request,492.0,9.0,1,"[1, 4055)",0.0,0.49082942350213543
173844,2011-10-03 13:15:45,w_complete_request,243.0,5.0,1,"[1, 4055)",0.0,0.49082942350213543
173844,2011-10-03 13:15:57,a_accept,0.0,0.0,0,"[0.0, 1.0)",0.6605860534043011,0.0
173844,2011-10-03 13:19:45,a_finalize,0.0,0.0,0,"[0.0, 1.0)",0.6605860534043011,0.0
173844,2011-10-03 13:19:45,o_select,0.0,0.0,0,"[0.0, 1.0)",0.45012188564033834,0.0
173844,2011-10-03 13:19:47,o_create,0.0,0.0,0,"[0.0, 1.0)",0.45012188564033834,0.0
173844,2011-10-03 13:19:47,o_send,0.0,0.0,0,"[0.0, 1.0)",0.45012188564033834,0.0
173844,2011-10-10 10:17:24,w_quote,25.0,1.0,1,"[1, 4055)",0.0,0.1668997738141222
173844,2011-10-10 10:17:48,o_return,0.0,0.0,0,"[0.0, 1.0)",0.7437389178087346,0.0
173844,2011-10-11 14:41:27,w_validate_request,942.0,16.0,1,"[1, 4055)",0.0,0.2619883001292319
