Case ID,Activity_code,dummyf,Resource,concate_features,Anne,Bart,Bob,Jenny,Marc,Mike,Pete,SYSTEM,Sarah,Tom
7,check_hospital,<NO_DESC>,Anne,Anne,0.8885866983046801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6755626262464914
7,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700536429758119,0.0
7,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16626458232518382,0.0,0.0
7,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16626458232518382,0.0,0.0
8,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
8,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
8,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
9,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28049171899342273,0.0,0.0
9,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645421418966352,0.0
9,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6516216111317283,0.0,0.0
9,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698341264809182
9,check_insurance,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.7792727113766463,0.0,0.0,0.0,0.0
9,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28049171899342273,0.0,0.0
9,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28049171899342273,0.0,0.0
10,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10332506107814388,0.0,0.0
10,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.4786510058240621,0.0,0.0,0.0,0.0
10,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6968459566458133,0.0,0.0
10,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466722969263099,0.0
10,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623618725129299
10,check_hospital,<NO_DESC>,Bob,Bob,0.0,0.0,0.8956261071117376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10332506107814388,0.0,0.0
10,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10332506107814388,0.0,0.0
11,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
11,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
11,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
12,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27698170305483183,0.0,0.0
12,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5624178244108251,0.0
12,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649169622024222,0.0,0.0
12,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952890046042086,0.0
12,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7669373151099148
12,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27698170305483183,0.0,0.0
12,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7449753287051618,0.0,0.0
12,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27698170305483183,0.0,0.0
13,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
13,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5906624811531108,0.0
13,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817709592254414,0.0,0.0
13,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.782388034219592,0.0,0.0,0.0,0.0,0.0
13,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.8810388314167261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
13,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
14,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433098286452594,0.0,0.0
14,check_basic,<NO_DESC>,Bart,Bart,0.0,0.6451820322809622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6256474868755305,0.0,0.0
14,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7391479630445206
14,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.717981751418531,0.0,0.0,0.0,0.0,0.0
14,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433098286452594,0.0,0.0
14,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7179817514185312,0.0,0.0
14,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433098286452594,0.0,0.0
15,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022900508567868,0.0,0.0
15,check_basic,<NO_DESC>,Pete,Pete,0.0,0.0,0.0,0.0,0.0,0.0,0.6560160736323966,0.0,0.0,0.0
15,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623495318354816,0.0,0.0
15,check_medical,<NO_DESC>,Anne,Anne,0.7297255255100487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.7155119617106442,0.0,0.0,0.0,0.0,0.0
15,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022900508567868,0.0,0.0
15,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7155119617106444,0.0,0.0
15,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022900508567868,0.0,0.0
16,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22118587881680696,0.0,0.0
16,check_basic,<NO_DESC>,Bart,Bart,0.0,0.6292443680608388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6101923764306012,0.0,0.0
16,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747538503350458,0.0
16,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720889097399512
16,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22118587881680696,0.0,0.0
16,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002457459227961,0.0,0.0
16,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22118587881680696,0.0,0.0
17,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
17,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6081700339849793,0.0,0.0,0.0,0.0
17,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706925910207493,0.0,0.0
17,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.7696746990375287,0.0,0.0,0.0,0.0,0.0
17,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.8667224800893609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
17,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
18,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30375718767064663,0.0,0.0
18,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578622773663349,0.0
18,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6678741515120682,0.0,0.0
18,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890350860762645
18,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.7664403087823776,0.0,0.0,0.0,0.0,0.0
18,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30375718767064663,0.0,0.0
18,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664403087823776,0.0,0.0
18,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30375718767064663,0.0,0.0
19,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30087988959206324,0.0,0.0
19,check_basic,<NO_DESC>,Pete,Pete,0.0,0.0,0.0,0.0,0.0,0.0,0.7005948219862123,0.0,0.0,0.0
19,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6658641596285078,0.0,0.0
19,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.6658641596285078,0.0,0.0,0.0,0.0,0.0,0.0
19,check_medical,<NO_DESC>,Anne,Anne,0.7793131070900953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30087988959206324,0.0,0.0
19,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30087988959206324,0.0,0.0
20,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199668088012345,0.0,0.0
20,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7490546162691721,0.0,0.0
20,check_medical,<NO_DESC>,Anne,Anne,0.8766774302893647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7490546162691721,0.0,0.0,0.0,0.0,0.0,0.0
20,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199668088012345,0.0,0.0
20,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8596015433273372,0.0,0.0
20,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199668088012345,0.0,0.0
21,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6995569468820815,0.0,0.0
21,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6995569468820815,0.0,0.0
21,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6995569468820815,0.0,0.0
22,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28210511178776854,0.0,0.0
22,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565518592882748,0.0
22,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652748677682729,0.0,0.0
22,check_medical,<NO_DESC>,Anne,Anne,0.7639630287920662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7996736577295378,0.0
22,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28210511178776854,0.0,0.0
22,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7490825883106503,0.0,0.0
22,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28210511178776854,0.0,0.0
23,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
23,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367563523751707,0.0
23,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7349747156856924,0.0,0.0
23,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.8434437038206042,0.0,0.0,0.0,0.0,0.0
23,check_medical,<NO_DESC>,Anne,Anne,0.8601986171372152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
23,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
24,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349424862896773,0.0,0.0
24,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.5620237981941719,0.0,0.0,0.0,0.0
24,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182245655915074,0.0,0.0
24,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.6198023190262639,0.0,0.0,0.0,0.0,0.0,0.0
24,check_hospital,<NO_DESC>,Anne,Anne,0.9631392225363868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349424862896773,0.0,0.0
24,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349424862896773,0.0,0.0
25,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812867969087334,0.0,0.0
25,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5045017448300793,0.0
25,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7687428732653265,0.0,0.0
25,check_medical,<NO_DESC>,Anne,Anne,0.6815349413121433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,check_hospital,<NO_DESC>,Anne,Anne,0.904893893954288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.5823201057772154,0.0,0.0,0.0,0.0,0.0,0.0
25,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812867969087334,0.0,0.0
25,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812867969087334,0.0,0.0
26,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3578474789506003,0.0,0.0
26,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6113590784519529,0.0
26,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7056599642720927,0.0,0.0
26,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8336757297605092
26,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8644945658810483,0.0
26,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3578474789506003,0.0,0.0
26,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3578474789506003,0.0,0.0
27,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
27,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323209397916116,0.0,0.0
27,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833146302858299
27,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.8323209397916117,0.0,0.0,0.0,0.0,0.0,0.0
